freq,r_insample,r_loso,r_amplitude,p_uncorrected,p_fwe,null95
1.445,0.23631242153308415,-0.289235526103544,0.07916332121753694,0.797,1.0,0.43027937491847557
1.45,0.23568485856121446,0.13685572433535365,0.11190967957182954,0.253,0.9705,0.41909960655713957
1.455,0.22367432540111898,0.1377254606707868,0.1558541641422407,0.238,0.9705,0.4157705224736875
1.46,0.39633200198198076,0.17790033737307048,0.19460309081184668,0.2035,0.953,0.4176574465321452
1.465,0.5086123085308673,-0.13827606206099063,0.20121299553510583,0.6595,1.0,0.4224657648730675
1.47,0.48436345125942454,-0.13185698119160558,0.1605370776437685,0.6035,1.0,0.41015807224757916
1.475,0.3184571658867641,-0.17812224728784687,0.12073286029071857,0.6225,1.0,0.39037814745092253
1.48,0.09024369244938277,-0.21191978661460797,0.09118764436472149,0.694,1.0,0.4085336548428963
1.485,0.1995872922183596,-0.20270381178175256,0.08145120770129545,0.707,1.0,0.41701661031504883
1.49,0.2623844483163787,-0.21444509364545483,0.09674846636806494,0.7205,1.0,0.4194044262207062
1.495,0.2697856260344669,-0.4155604355550657,0.12918445461835773,0.881,1.0,0.4169525609167337
1.5,0.22246443955574413,0.08305913385554521,0.1719648104879745,0.2685,0.991,0.4082440792343881
1.505,0.20802318617076737,0.062373304668617055,0.20994803088532962,0.297,0.9945,0.4103250748589796
1.51,0.25804239332547024,-0.20132011378256717,0.2025109055995892,0.696,1.0,0.4172975342967314
1.515,0.2078835912647862,-0.21394925344340732,0.1601979872918533,0.689,1.0,0.4096027340827853
1.52,0.13019516358550273,-0.22868775578671588,0.12145779653165878,0.699,1.0,0.4038232659874865
1.525,0.21711684000662718,-0.2323232504896605,0.09679126452008327,0.7295,1.0,0.42025381060135353
1.53,0.25360998708170834,-0.10243247041315973,0.09613255663023948,0.6085,1.0,0.42496648992636943
1.535,0.23800193646771595,0.10468534892352399,0.12095198918305529,0.2695,0.983,0.41826838418043805
1.54,0.2032817821515836,0.10504132423258747,0.1603617312785805,0.261,0.983,0.4154301431049685
1.545,0.2868490781999604,0.10783346400786753,0.2045174565646844,0.2605,0.9825,0.4109326631630408
1.55,0.42223622125992694,-0.1644334355248633,0.22745805854475437,0.672,1.0,0.417144677141922
1.555,0.3873452630798182,-0.17275971004525947,0.19896672558928155,0.6725,1.0,0.41673241530171345
1.56,0.1600752855697098,-0.195949778706986,0.15907843588587336,0.6795,1.0,0.40777292499937384
1.565,0.2189353605722046,-0.19222214601508816,0.12235475193597618,0.7085,1.0,0.42254979361088646
1.57,0.3579315905010988,-0.18575262099250667,0.10535743012134167,0.695,1.0,0.4255113883676509
1.575,0.39500744139344046,-0.11877695471946698,0.11311146444489864,0.612,1.0,0.4182811306152763
1.58,0.38137212098491974,0.1406143125547418,0.13778196773682969,0.231,0.97,0.41443101048893305
1.585,0.30320036199782235,0.12513121923170067,0.17424874495283604,0.233,0.9745,0.4001354360720518
1.59,0.2146367078059147,0.11802948400730864,0.21323808514971138,0.2465,0.9785,0.40339256350820696
1.595,0.26237690269801767,-0.22395867639959463,0.23656951898357648,0.7405,1.0,0.42103495973906563
1.6,0.23339840595247155,-0.19913008640169352,0.21269410737542999,0.7205,1.0,0.4208513037033405
1.605,0.12821287747216023,-0.21135230977374103,0.171105016372383,0.7115,1.0,0.408024082574217
1.61,0.23743294285320962,-0.20377372545310446,0.13533482062292643,0.713,1.0,0.41368744154745646
1.615,0.3380729390218012,-0.2491454770407782,0.12447302963512256,0.762,1.0,0.4173836665726212
1.62,0.35351073359970764,0.14977894851243406,0.14474263978410778,0.224,0.967,0.41891257141557453
1.625,0.2970121491937946,0.13473694332995748,0.1789841207382803,0.2235,0.971,0.40699092885860483
1.63,0.22907119312566845,0.11804987069544848,0.21671453929694948,0.2365,0.9785,0.3932607635060828
1.635,0.34971998948180916,-0.2482143181239393,0.24303799805804355,0.756,1.0,0.4079118209333657
1.64,0.3633380307789392,-0.19675210632576226,0.22699431420039082,0.6985,1.0,0.407618109594669
1.645,0.2605101544388366,-0.22877561214956552,0.18750974011959406,0.71,1.0,0.40200478531556233
1.65,0.10720083884650232,-0.23943409001456173,0.14748616121947197,0.696,1.0,0.39315176831889326
1.655,0.30177579722427067,-0.20519085079032073,0.11265679158779228,0.6975,1.0,0.4156698497717647
1.66,0.403669545416215,0.14204618533152077,0.08803984853745304,0.2325,0.97,0.4172335181466454
1.665,0.41932774914687226,0.17448776312244535,0.09949156769925094,0.198,0.9555,0.3991124330003839
1.67,0.349924069825075,0.15845008872312674,0.13623068939342614,0.2085,0.9635,0.4067505290976792
1.675,0.23983505196106342,0.1534954107949466,0.1828288460589521,0.219,0.9655,0.4094798713146
1.68,0.37698682962302027,0.17474504969892204,0.21555939556992004,0.2195,0.955,0.4239767018149394
1.685,0.4273127918149533,-0.1618907056088371,0.20530914186475632,0.667,1.0,0.413780654441156
1.69,0.35477239773763947,-0.18285728480039795,0.1799477578514853,0.671,1.0,0.4071889167609077
1.695,0.17066559312018026,-0.2007094110341514,0.1545336634794094,0.704,1.0,0.40904620624160665
1.7,0.14217360043478405,-0.1940632863047502,0.13470742393347684,0.7135,1.0,0.4264619174617249
1.705,0.22918483707074208,-0.19967488875244946,0.1247534360168976,0.721,1.0,0.42394418162391095
1.71,0.2627505646185221,-0.34420707595565925,0.13679728401480196,0.8405,1.0,0.41763401727864247
1.715,0.219461758374273,0.10319595182556235,0.1684058393114303,0.251,0.9835,0.41266360876296165
1.72,0.20115037131740168,-0.04826133493036034,0.19446896224952298,0.494,1.0,0.4138927246802138
1.725,0.2511977369200675,-0.21461568147306972,0.18731923681506868,0.707,1.0,0.41538328756841686
1.73,0.221961722711737,-0.22493986759967605,0.16259513562970532,0.7,1.0,0.4058511610914975
1.735,0.12598019941536587,-0.2327601419551937,0.13727324271570568,0.7065,1.0,0.39366025432074203
1.74,0.18848307521826455,-0.21496247777361102,0.11698631097110257,0.72,1.0,0.41927450131388677
1.745,0.24075953729289948,-0.2309749917597882,0.10773706315739667,0.739,1.0,0.42427858257768275
1.75,0.2387246045839822,-0.5810934216436817,0.12363102260528647,0.9735,1.0,0.4201250874361851
1.755,0.19850439411396092,-0.2821269241663084,0.16525028365150185,0.7625,1.0,0.4172427896237862
1.76,0.18028964324096566,-0.5595701584877303,0.21577987345924743,0.954,1.0,0.4019466362719222
1.765,0.19312981450209735,-0.23373547875348796,0.2547001385954254,0.72,1.0,0.40524111867656626
1.77,0.1154290409091997,-0.24790330179964046,0.2532373666069867,0.731,1.0,0.40468196958447367
1.775,0.18497705820032662,-0.2813253018710087,0.23389679444666106,0.772,1.0,0.3929344425996861
1.78,0.33642816689739274,-0.26849722186982444,0.217553949728527,0.7525,1.0,0.414008561055827
1.785,0.41737184483513307,-0.27412684593210085,0.21101982308905076,0.7665,1.0,0.40575735813290115
1.79,0.4428863207895072,0.12758723943093905,0.21557373828668444,0.239,0.973,0.41366746512831915
1.795,0.4275777410121556,0.13376873346301757,0.23071342671747128,0.224,0.971,0.4076094574635563
1.8,0.35025085616584045,0.07964297397905332,0.24973869253767633,0.2545,0.991,0.390021051364349
1.805,0.35708204632601614,0.12004763757224649,0.26501196171359465,0.2085,0.9765,0.38116019141679053
1.81,0.5320649474422913,0.30557114722256273,0.2537072116996172,0.088,0.807,0.3850084317341187
1.815,0.5191651177529266,-0.058165632900356694,0.2233392713055156,0.449,1.0,0.39127174771043605
1.82,0.42043717517496476,-0.16659107442618318,0.1914313753941657,0.6205,1.0,0.38860055063627486
1.825,0.2252020944128391,-0.22400290982078416,0.16530436987445898,0.697,1.0,0.3989892772203795
1.83,0.12176245243486483,-0.22211582133746818,0.1499558315867449,0.7145,1.0,0.41404790412794695
1.835,0.2502774775881207,-0.2188442507984007,0.14736321450120077,0.724,1.0,0.42152293531200397
1.84,0.3162143636883603,0.1072556055354309,0.15695531169342297,0.2645,0.9825,0.418328799931875
1.845,0.27485450701842246,0.14979511447717614,0.17436542128012858,0.219,0.967,0.41700095088570727
1.85,0.23956231559271232,0.1543194221169896,0.18963884389600064,0.2195,0.965,0.41464051401227436
1.855,0.37256839375663314,0.0877675296380574,0.17713322799695194,0.2915,0.989,0.41611341212910913
1.86,0.387452627024247,-0.15604637000477245,0.1556509455497777,0.639,1.0,0.40755349565686266
1.865,0.26689179967470256,-0.19461833982168725,0.14173232140252806,0.6705,1.0,0.4077979558732077
1.87,0.13994576087680907,-0.21453323228730814,0.14254631967318304,0.713,1.0,0.41938558096810313
1.875,0.17329056540872917,-0.23434916337069817,0.1545887842885247,0.7405,1.0,0.4232519847361002
1.88,0.21090938754239152,-0.2170693394596088,0.17479925536724636,0.721,1.0,0.42212115073850315
1.885,0.200962064722437,0.11817139205555692,0.199305766703716,0.2565,0.9785,0.41601445972963724
1.89,0.27355078722387344,0.14399758525511192,0.2200674281659519,0.242,0.9695,0.41727507173178124
1.895,0.4470914815976604,-0.16260433059327123,0.20819523629955533,0.6925,1.0,0.42884253986362786
1.9,0.5143660336407984,-0.13167192918110548,0.16511118195139685,0.631,1.0,0.4100192638287334
1.905,0.4643814548910509,-0.13878584278690606,0.1391226752286237,0.6015,1.0,0.40521638279296107
1.91,0.22639799313024658,-0.19711495706055598,0.1241701504428735,0.6905,1.0,0.41348571295422715
1.915,0.1179555576654555,-0.21195211427587907,0.12486901307119497,0.712,1.0,0.4158471728235178
1.92,0.1903504013469864,-0.2269530703854306,0.14556853540356227,0.7245,1.0,0.4176228883155028
1.925,0.21711573028708783,-0.2966638792435606,0.17512356101052928,0.7805,1.0,0.41699507482897996
1.93,0.18525406081234805,-0.804674646716417,0.20766893546399232,0.999,1.0,0.4103549359557366
1.935,0.21114886252472143,-0.23146805366819978,0.2304286162298861,0.7385,1.0,0.41945788444337634
1.94,0.2862099706980011,-0.18816039990571204,0.21302296146334443,0.717,1.0,0.41882067274349644
1.945,0.25694191072799905,-0.19814657171915576,0.1746870188862259,0.682,1.0,0.411352742490721
1.95,0.11689683197675808,-0.2103345079516429,0.14104004389580305,0.681,1.0,0.4074378449605428
1.955,0.2082329612028556,-0.19930571200463262,0.11950979610515039,0.6965,1.0,0.41426150422890784
1.96,0.3096645016954763,-0.1981242162490933,0.12491107543248996,0.711,1.0,0.41551545481527186
1.965,0.3439417383393724,-0.251307814365005,0.14730447471460958,0.756,1.0,0.41507803737071536
1.97,0.32244465164033925,0.12063589953054489,0.17805069023483402,0.2365,0.9765,0.41333356433574275
1.975,0.2228019599387858,0.12424728960631613,0.20972105700413426,0.2495,0.9755,0.41121834702072935
1.98,0.23935171833390773,0.08561766161509882,0.22530171825888054,0.2975,0.99,0.4281721391378267
1.985,0.3240363145567956,-0.19718224171939067,0.18870366490604565,0.7145,1.0,0.4209331925688075
1.99,0.31201398099135835,-0.19468192994477398,0.14410281733947083,0.6775,1.0,0.4044711407454451
1.995,0.12737600524458936,-0.20196254176023892,0.11004490887176799,0.678,1.0,0.40868146710922276
2.0,0.20160843127386657,-0.19092749559988093,0.09738276344133691,0.7095,1.0,0.4276927836734292
